trialnum	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	offset	whichIsTargetEachRing0	ringToQuery	direction0	respAdj0	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	IDnum	sessionNum	comment	pTrialsLotsTimingBlips	pTrialsBlipsAfterFixatn	pTrialsLongFramesAfterCue	EDFmatchExists
24	2	ellipse	6	0.02	1	68	3	3.745594198422412	1	[10,	0]	4	0	1	-0	2.5534	4.1182	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
25	2	ellipse	6	0.3999999999999915	-1	70	3	4.472281338898183	1	[10,	0]	4	0	-1	-0	2.4115	4.3212	5.2384	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
26	2	ellipse	4	0.8000000000000114	1	105	3	3.741121840440366	1	[10,	0]	3	0	1	0	1.8043	3.6919	5.37	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
27	2	ellipse	6	0.3999999999999915	1	103	3	3.357035066547042	1	[10,	0]	3	0	1	-0	2.8951	4.5677	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
28	2	ellipse	4	0.8000000000000114	-1	104	0	5.408220046179624	1	[-10,	0]	1	0	-1	1	1.759	2.4205	3.8767	4.647	5.9676	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
29	2	ellipse	6	0.3999999999999915	1	103	3	5.613872053402836	1	[10,	0]	1	0	1	0	3.1514	4.0045	5.6988	7.2418	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
30	2	ellipse	4	0.700000000000017	-1	85	3	3.484735488404135	1	[-10,	0]	1	0	-1	0	1.7804	3.6023	4.1909	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
31	2	ellipse	4	0.700000000000017	1	70	0	3.903940923503722	1	[-10,	0]	1	0	1	2	2.311	3.7778	4.9254	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
32	2	ellipse	6	0.44999999999998863	1	102	3	4.628123602443252	1	[-10,	0]	4	0	1	0	2.7983	3.341	5.0918	-999	-999	-999	-999	-999	-999	1	0	44	2	None	0	0.1375	0.1	TRUE
33	2	ellipse	4	0.6000000000000227	-1	85	3	4.8920770350827105	1	[10,	0]	3	0	-1	-0	2.8585	4.6003	6.4575	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
34	2	ellipse	4	0.6000000000000227	-1	74	3	4.474136882692596	1	[-10,	0]	1	0	-1	0	1.7119	2.5791	3.9918	5.1313	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
35	2	ellipse	6	0.44999999999998863	-1	105	3	4.084316849633467	1	[10,	0]	3	0	-1	0	2.7478	4.6478	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
36	2	ellipse	6	0.44999999999998863	-1	107	0	3.841596602102044	1	[-10,	0]	5	0	-1	-2	2.6693	3.3558	4.6852	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
37	2	ellipse	6	0.3999999999999915	-1	77	3	4.5184365094878425	1	[-10,	0]	4	0	-1	0	2.7929	3.308	4.1351	5.4615	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
38	2	ellipse	4	0.6000000000000227	1	90	3	4.15297536249124	1	[10,	0]	2	0	1	0	1.8963	2.9385	4.6672	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
39	2	ellipse	6	0.3999999999999915	-1	72	3	3.695700999855917	1	[-10,	0]	2	0	-1	-0	1.9196	3.3433	4.8646	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
40	2	ellipse	4	0.700000000000017	-1	109	3	4.505123476641966	1	[10,	0]	0	0	-1	-0	1.9598	2.821	3.4512	4.2959	5.7815	-999	-999	-999	-999	2	1	44	2	None	0	0.1375	0.1	TRUE
41	2	ellipse	6	0.3999999999999915	1	108	3	3.8566563463409977	1	[10,	0]	4	0	1	0	1.8084	2.8628	4.4225	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
42	2	ellipse	6	0.44999999999998863	1	92	3	3.59014061089726	1	[10,	0]	5	0	1	0	2.7896	3.4498	4.3766	-999	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
43	2	ellipse	6	0.44999999999998863	-1	93	3	5.184945428608897	1	[10,	0]	1	0	-1	0	1.8524	3.6757	4.7673	5.8873	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
44	2	ellipse	6	0.44999999999998863	1	97	3	3.355130259176253	1	[-10,	0]	4	0	1	0	2.8279	3.4025	5.0209	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
45	2	ellipse	4	0.700000000000017	1	109	3	4.405451563462499	1	[-10,	0]	2	0	1	0	2.2813	3.6364	5.5458	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
46	2	ellipse	4	0.700000000000017	-1	80	3	5.075837527685422	1	[10,	0]	0	0	-1	-0	1.9267	2.7347	3.6198	4.8577	6.5067	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
47	2	ellipse	4	0.8000000000000114	1	94	3	3.579866296566951	1	[-10,	0]	2	0	1	-0	2.8911	4.5584	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
48	2	ellipse	6	0.02	-1	71	3	4.010050954820507	1	[-10,	0]	1	0	-1	-0	2.1518	3.1843	4.6583	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
49	2	ellipse	4	0.8000000000000114	-1	70	0	4.246002299713165	1	[-10,	0]	3	0	-1	1	1.8771	2.8169	4.7603	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
50	2	ellipse	4	0.02	1	76	3	4.749661344756605	1	[10,	0]	2	0	1	-0	2.3369	3.4625	4.3647	5.9502	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
51	2	ellipse	4	0.7500000000000142	1	102	0	4.105814537041118	1	[-10,	0]	1	0	1	-1	2.4069	3.3171	4.9973	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
52	2	ellipse	4	0.700000000000017	1	84	3	3.488358978915175	1	[10,	0]	3	0	1	-0	3.0366	4.3562	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
53	2	ellipse	4	0.700000000000017	1	72	3	4.741655521764217	1	[10,	0]	0	0	1	-0	2.0622	3.9472	4.4951	6.2999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
54	2	ellipse	6	0.4999999999999858	-1	106	3	3.9691723228225153	1	[-10,	0]	4	0	-1	-0	2.2936	3.5932	4.4917	-999	-999	-999	-999	-999	-999	3	1	44	2	None	0	0.1375	0.1	TRUE
55	2	ellipse	6	0.4999999999999858	-1	109	3	3.850480504961004	1	[10,	0]	3	0	-1	-0	2.9065	3.72	5.3356	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
56	2	ellipse	4	0.700000000000017	-1	105	3	4.847032141517977	1	[-10,	0]	1	0	-1	-0	2.0069	2.7978	3.8483	4.8279	6.6724	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
57	2	ellipse	6	0.4999999999999858	1	83	3	4.122009111256668	1	[10,	0]	5	0	1	0	2.6438	3.9987	4.7804	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
58	2	ellipse	6	0.549999999999983	1	82	3	4.383881468223126	1	[-10,	0]	3	0	1	-0	1.8184	2.3646	3.8742	5.2503	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
59	2	ellipse	6	0.549999999999983	-1	75	3	3.472005863816429	1	[-10,	0]	2	0	-1	0	1.903	3.8408	-999	-999	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
60	2	ellipse	4	0.7500000000000142	-1	108	0	5.168199029559237	1	[-10,	0]	3	0	-1	-1	1.8831	2.5785	3.4951	4.5774	5.3348	7.2748	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
61	2	ellipse	4	0.700000000000017	-1	77	3	5.161838452359918	1	[10,	0]	3	0	-1	-0	2.8158	4.7177	6.4254	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
62	2	ellipse	4	0.700000000000017	1	90	3	5.07401760080463	1	[10,	0]	2	0	1	0	2.8688	4.8613	6.7699	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
63	2	ellipse	4	0.1	-1	107	3	5.591049138034371	1	[10,	0]	1	0	-1	-0	1.9543	3.4852	4.2098	4.8176	6.1867	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
64	2	ellipse	6	0.549999999999983	1	88	3	3.5601390956138284	1	[-10,	0]	0	0	1	-0	3.0393	4.0842	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
65	2	ellipse	6	0.1	1	76	3	4.567333644359802	1	[-10,	0]	3	0	1	-0	1.8708	2.7251	4.0553	5.0248	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
66	2	ellipse	6	0.5999999999999801	-1	109	3	3.286448223416493	1	[-10,	0]	2	0	-1	0	2.6707	4.532	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
67	2	ellipse	4	0.1	-1	93	3	3.8512659470051847	1	[-10,	0]	2	0	-1	0	1.8014	2.701	3.6139	4.8334	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
68	2	ellipse	6	0.02	1	103	3	4.395349931272959	1	[10,	0]	4	0	1	0	1.8843	3.226	5.1449	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
69	2	ellipse	6	0.1	-1	83	3	4.862703995965286	1	[10,	0]	5	0	-1	0	2.775	3.7256	4.5159	5.4889	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
70	2	ellipse	6	0.5999999999999801	-1	106	3	5.255026324792154	1	[10,	0]	3	0	-1	-0	2.871	4.737	6.5972	-999	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
71	2	ellipse	4	0.700000000000017	1	82	3	3.633379434920612	1	[10,	0]	2	0	1	-0	1.8637	2.5586	3.5761	4.7948	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
72	2	ellipse	4	0.7500000000000142	-1	97	3	5.204399234595814	1	[-10,	0]	1	0	-1	0	3.1783	3.6799	5.0231	6.6188	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
73	2	ellipse	4	0.7500000000000142	1	85	3	3.4671465053350095	1	[-10,	0]	2	0	1	0	2.7638	3.4292	4.419	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
74	2	ellipse	6	0.5999999999999801	-1	72	3	3.5154354441130984	1	[-10,	0]	1	0	-1	-0	2.7792	3.5179	4.6126	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
75	2	ellipse	4	0.02	1	68	3	5.66981110021273	1	[-10,	0]	1	0	1	-0	2.2318	3.2506	4.8954	5.8045	7.7793	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
76	2	ellipse	6	0.6499999999999773	-1	71	0	5.5295172866872235	1	[10,	0]	0	0	-1	-1	1.9572	3.2776	4.8088	6.772	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
77	2	ellipse	4	0.7500000000000142	-1	104	0	4.567300198494264	1	[10,	0]	2	0	-1	1	3.013	4.8337	5.8507	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
78	2	ellipse	6	0.5999999999999801	1	99	0	4.812073960336535	1	[-10,	0]	4	0	1	-2	1.7627	2.3544	3.8073	4.8726	5.4487	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
79	2	ellipse	6	0.549999999999983	1	90	0	5.178921077612546	1	[10,	0]	0	0	1	-1	3.1781	3.9983	4.7977	6.5433	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
80	2	ellipse	6	0.4999999999999858	1	83	3	5.456379499796842	1	[-10,	0]	4	0	1	-0	1.9295	2.7547	4.4406	5.9204	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
81	2	ellipse	6	0.4999999999999858	-1	89	3	3.326902066459032	1	[10,	0]	5	0	-1	0	2.5521	3.5693	5.4684	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
82	2	ellipse	4	0.700000000000017	1	100	3	4.8044704164981775	1	[-10,	0]	2	0	1	-0	2.0041	3.0111	4.4406	5.8801	-999	-999	-999	-999	-999	2	0	44	2	None	0	0.1375	0.1	TRUE
83	2	ellipse	6	0.1	-1	68	3	4.863295218530205	1	[-10,	0]	0	0	-1	-0	2.0126	3.1585	3.7489	4.2873	5.3234	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
84	2	ellipse	6	0.4999999999999858	-1	93	3	3.3534722068694567	1	[-10,	0]	4	0	-1	-0	2.1618	3.2631	4.9804	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
85	2	ellipse	6	0.549999999999983	-1	92	3	4.207719466824237	1	[10,	0]	5	0	-1	0	2.4666	4.3754	5.4741	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
86	2	ellipse	6	0.549999999999983	-1	102	3	4.021306820967629	1	[10,	0]	3	0	-1	0	2.721	4.2891	4.9484	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
87	2	ellipse	6	0.549999999999983	-1	69	3	4.606592380559711	1	[10,	0]	4	0	-1	-0	2.6829	4.3475	6.2655	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
88	2	ellipse	6	0.5999999999999801	1	79	3	3.417882149176467	1	[10,	0]	2	0	1	-0	2.9716	4.0957	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
89	2	ellipse	6	0.5999999999999801	1	85	3	4.835881789494436	1	[10,	0]	1	0	1	0	3.1029	3.8496	5.1368	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
90	2	ellipse	4	0.700000000000017	-1	94	3	5.136061821417023	1	[-10,	0]	3	0	-1	-0	2.5491	4.3079	5.6952	-999	-999	-999	-999	-999	-999	1	0	44	2	None	0	0.1375	0.1	TRUE
91	2	ellipse	4	0.700000000000017	1	109	3	3.718057900566609	1	[-10,	0]	3	0	1	-0	2.4436	4.4359	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
92	2	ellipse	4	0.7500000000000142	-1	75	3	4.900887319048959	1	[-10,	0]	0	0	-1	0	1.7667	2.6822	4.2659	6.0687	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
93	2	ellipse	4	0.7500000000000142	-1	83	0	3.5081459904803127	1	[10,	0]	3	0	-1	1	2.688	3.8826	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
94	2	ellipse	4	0.700000000000017	1	98	3	3.92056913706078	1	[-10,	0]	1	0	1	-0	1.8845	2.6435	3.2273	4.4702	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
95	2	ellipse	4	0.1	-1	98	3	5.126686425479172	1	[10,	0]	1	0	-1	-0	2.9012	3.6521	5.2727	6.9315	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
96	2	ellipse	6	0.02	-1	106	3	4.573427599466224	1	[10,	0]	4	0	-1	0	3.129	3.73	4.3391	4.9154	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
97	2	ellipse	4	0.700000000000017	1	102	0	4.46613565979969	1	[10,	0]	2	0	1	1	2.9484	4.5084	6.4298	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
98	2	ellipse	6	0.5999999999999801	-1	96	0	4.757260291344778	1	[-10,	0]	2	0	-1	-1	2.375	3.076	4.8092	6.3478	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
99	2	ellipse	6	0.549999999999983	1	100	3	4.650855040808818	1	[-10,	0]	2	0	1	0	3.1944	3.8491	5.0499	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
100	2	ellipse	4	0.6500000000000199	1	84	3	4.608822853208936	1	[10,	0]	1	0	1	0	2.292	3.5523	4.8588	6.8129	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
101	2	ellipse	4	0.6500000000000199	-1	108	3	5.01793641873553	1	[10,	0]	2	0	-1	-0	3.0805	4.8627	6.3016	-999	-999	-999	-999	-999	-999	1	0	44	2	None	0	0.1375	0.1	TRUE
102	2	ellipse	6	0.549999999999983	1	99	3	4.801334131504222	1	[10,	0]	1	0	1	0	1.8209	2.5627	3.1338	4.3006	5.4591	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
103	2	ellipse	4	0.6500000000000199	1	95	3	5.055325565033927	1	[10,	0]	2	0	1	-0	2.1018	2.6337	4.0045	5.2866	7.2626	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
104	2	ellipse	4	0.700000000000017	1	89	0	5.313214789473224	1	[-10,	0]	0	0	1	-1	2.1649	3.7976	5.0698	6.0693	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
105	2	ellipse	6	0.02	1	76	3	5.655093710806657	1	[10,	0]	3	0	1	-0	1.7144	3.3381	5.0806	6.2515	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
106	2	ellipse	6	0.549999999999983	-1	90	0	3.265786648618752	1	[-10,	0]	2	0	-1	1	2.2495	3.1814	4.6494	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
107	2	ellipse	4	0.6500000000000199	1	73	3	3.2294691607745944	1	[10,	0]	2	0	1	0	2.1257	2.7948	3.7475	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
108	2	ellipse	6	0.4999999999999858	1	96	3	4.666803112678692	1	[-10,	0]	4	0	1	-0	2.8416	3.8919	4.4375	6.0215	-999	-999	-999	-999	-999	1	0	44	2	None	0	0.1375	0.1	TRUE
109	2	ellipse	4	0.6500000000000199	-1	77	3	4.822753907059576	1	[10,	0]	1	0	-1	-0	2.0637	3.9137	5.8564	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
110	2	ellipse	6	0.4999999999999858	1	103	0	3.623658197853348	1	[-10,	0]	5	0	1	-1	2.7343	3.437	5.3275	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
111	2	ellipse	4	0.6500000000000199	-1	79	3	5.320364089072182	1	[-10,	0]	1	0	-1	0	2.7479	3.4889	4.3364	6.1368	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
112	2	ellipse	4	0.02	1	88	3	3.2464599288410514	1	[10,	0]	1	0	1	-0	3.1393	3.8162	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
113	2	ellipse	6	0.02	1	85	3	3.92081817610608	1	[-10,	0]	0	0	1	0	2.0973	3.493	4.1528	5.5697	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
114	2	ellipse	4	0.02	1	78	3	5.676245363404097	1	[-10,	0]	2	0	1	-0	2.2928	3.8016	5.0596	5.9548	6.9947	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
115	2	ellipse	4	0.700000000000017	-1	104	3	5.526521993772719	1	[-10,	0]	0	0	-1	-0	1.8449	2.7048	3.7038	4.4521	6.3497	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
116	2	ellipse	4	0.02	-1	105	3	5.441572147149103	1	[-10,	0]	0	0	-1	-0	2.6213	4.2774	5.669	7.5248	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
117	2	ellipse	4	0.700000000000017	-1	69	3	3.6306625503852343	1	[10,	0]	0	0	-1	0	2.8777	4.0864	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
118	2	ellipse	6	0.44999999999998863	-1	95	3	4.695598083437154	1	[-10,	0]	5	0	-1	-0	2.1784	3.6077	4.8054	6.1449	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
119	2	ellipse	6	0.44999999999998863	1	76	3	3.5863375815660703	1	[10,	0]	5	0	1	0	1.9325	3.3069	5.1278	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
120	2	ellipse	4	0.700000000000017	1	103	3	5.379496582711228	1	[10,	0]	0	0	1	-0	3.1343	3.7172	4.988	5.5404	7.495	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
121	2	ellipse	6	0.44999999999998863	1	104	3	3.3095530383696055	1	[-10,	0]	2	0	1	-0	3.1217	4.647	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
122	2	ellipse	4	0.7500000000000142	-1	98	3	3.24973063615151	1	[10,	0]	1	0	-1	-0	1.9994	2.9315	3.854	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
123	2	ellipse	6	0.4999999999999858	-1	69	3	4.642979706121934	1	[10,	0]	3	0	-1	-0	2.9535	3.85	4.9116	6.0296	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
124	2	ellipse	4	0.7500000000000142	-1	95	3	3.5086659499901907	1	[10,	0]	1	0	-1	0	2.0101	3.5833	5.2243	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
125	2	ellipse	6	0.02	-1	75	3	4.35497994137501	1	[-10,	0]	0	0	-1	-0	2.4998	3.3508	5.1826	-999	-999	-999	-999	-999	-999	1	0	44	2	None	0	0.1375	0.1	TRUE
126	2	ellipse	4	0.7500000000000142	1	81	3	4.007265978354061	1	[-10,	0]	0	0	1	-0	1.8584	3.0979	4.0571	4.8607	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
127	2	ellipse	6	0.4999999999999858	1	90	3	5.454514058435419	1	[10,	0]	2	0	1	-0	2.4133	3.4901	4.9273	5.5418	6.9184	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
128	2	ellipse	4	0.8000000000000114	-1	91	3	3.479333388779073	1	[-10,	0]	2	0	-1	0	2.1608	4.0287	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
129	2	ellipse	4	0.8000000000000114	-1	98	3	3.340352056895979	1	[10,	0]	0	0	-1	-0	1.7795	2.6139	4.1557	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
130	2	ellipse	4	0.1	1	98	3	4.659617859287155	1	[10,	0]	2	0	1	0	2.0296	3.2599	4.9617000000000004	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
131	2	ellipse	4	0.8000000000000114	1	75	3	4.375024371081732	1	[10,	0]	0	0	1	0	1.7448	3.2236	4.5695	5.2282	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
132	2	ellipse	4	0.8500000000000085	-1	97	3	5.194785035130589	1	[-10,	0]	2	0	-1	-0	1.8856	3.0264	4.06	4.679	5.8387	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
133	2	ellipse	6	0.02	1	110	3	3.437397704334167	1	[10,	0]	2	0	1	-0	3.19	3.7166	4.7863	-999	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
134	2	ellipse	4	0.8500000000000085	1	103	3	5.589008762939549	1	[10,	0]	2	0	1	-0	2.8648	4.4203	5.4661	6.264	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
135	2	ellipse	6	0.4999999999999858	1	74	3	3.722336195965385	1	[10,	0]	4	0	1	0	2.4393	3.5302	5.3956	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
136	2	ellipse	4	0.8500000000000085	1	86	3	3.4978640355234845	1	[10,	0]	3	0	1	-0	3.0253	3.9029	-999	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
137	2	ellipse	6	0.549999999999983	-1	75	0	3.947756028517336	1	[-10,	0]	0	0	-1	1	2.3622	3.1734	4.5598	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
138	2	ellipse	6	0.02	-1	81	3	5.144137040214621	1	[10,	0]	1	0	-1	-0	3.1699	4.0063	5.7255	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
139	2	ellipse	6	0.02	1	106	3	4.897456254452217	1	[-10,	0]	2	0	1	0	3.1391	4.4	6.0999	-999	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
140	2	ellipse	6	0.4999999999999858	1	91	3	4.145051146413114	1	[-10,	0]	4	0	1	-0	2.5183	4.2989	5.9838	-999	-999	-999	-999	-999	-999	1	1	44	2	None	0	0.1375	0.1	TRUE
141	2	ellipse	4	0.9000000000000057	1	75	3	4.311934315134849	1	[-10,	0]	1	0	1	-0	2.3725	3.3595	4.1528	4.7269	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
142	2	ellipse	4	0.1	1	71	3	4.183582997222694	1	[-10,	0]	3	0	1	-0	2.191	3.1262	3.9082	5.0228	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
143	2	ellipse	6	0.4999999999999858	-1	76	3	4.913167908814305	1	[-10,	0]	0	0	-1	0	2.1611	2.802	3.7093	5.0654	6.2493	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
144	2	ellipse	4	0.9000000000000057	-1	99	3	4.073213296308205	1	[-10,	0]	3	0	-1	-0	1.7021	2.6617	4.3336	6.003	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
145	2	ellipse	6	0.4999999999999858	1	94	3	4.012837772784702	1	[10,	0]	4	0	1	0	3.1829	3.9626	5.5904	-999	-999	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
146	2	ellipse	6	0.549999999999983	1	106	0	5.611972259696857	1	[-10,	0]	2	0	1	-1	2.0502	2.6245	3.2667	4.6445	6.3231	-999	-999	-999	-999	0	0	44	2	None	0	0.1375	0.1	TRUE
